x,y
2740000000,0.999377065
2742000000,0.999524873
2744000000,1.00118999
2746000000,0.999334
2748000000,1.001536805
2750000000,1.000878862
2752000000,1.000385701
2754000000,0.995218643
2756000000,0.998970511
2758000000,0.996864021
2760000000,1.00121395
2762000000,0.999816385
2764000000,1.00125265
2766000000,1.00295505
2768000000,1.000289215
2770000000,1.000859243
2772000000,0.999075237
2774000000,0.995440956
2776000000,0.991403164
2778000000,0.986571733
2780000000,0.982642711
2782000000,0.990812197
2784000000,0.991041935
2786000000,0.986402896
2788000000,0.984657856
2790000000,0.985026334
2792000000,0.986474437
2794000000,0.98644314
2796000000,0.987826057
2798000000,1.00100984
2800000000,0.995618021
2802000000,1.003084649
2804000000,1.004106933
2806000000,0.998515122
2808000000,0.999981856
2810000000,0.996179219
2812000000,0.999599281
2814000000,1.001918547
2816000000,1.000622408
2818000000,1.000705695
2820000000,0.996071703
